1.522771079999999984e+02,-1.730000000000000000e+02
1.522777279999999962e+02,-1.730000000000000000e+02
1.522783599999999922e+02,-1.730000000000000000e+02
1.522789879999999982e+02,-1.730000000000000000e+02
1.522796160000000043e+02,-1.730000000000000000e+02
1.522810360000000003e+02,-1.730000000000000000e+02
1.522852000000000032e+02,-1.730000000000000000e+02
1.522893559999999979e+02,-1.730000000000000000e+02
1.522935159999999826e+02,-1.730000000000000000e+02
1.522976759999999956e+02,-1.730000000000000000e+02
1.523018359999999802e+02,-1.730000000000000000e+02
1.523059959999999933e+02,-1.720000000000000000e+02
1.523101560000000063e+02,-1.720000000000000000e+02
1.523143159999999909e+02,-1.720000000000000000e+02
1.523184760000000040e+02,-1.720000000000000000e+02
1.523226359999999886e+02,-1.720000000000000000e+02
1.523267960000000016e+02,-1.720000000000000000e+02
1.523309559999999863e+02,-1.720000000000000000e+02
1.523351159999999993e+02,-1.720000000000000000e+02
1.523392759999999839e+02,-1.710000000000000000e+02
1.523434359999999970e+02,-1.710000000000000000e+02
1.523475959999999816e+02,-1.710000000000000000e+02
1.523517599999999845e+02,-1.710000000000000000e+02
1.523559159999999792e+02,-1.700000000000000000e+02
1.523600759999999923e+02,-1.700000000000000000e+02
1.523642360000000053e+02,-1.700000000000000000e+02
1.523683959999999900e+02,-1.690000000000000000e+02
1.523725560000000030e+02,-1.690000000000000000e+02
1.523767159999999876e+02,-1.680000000000000000e+02
1.523808760000000007e+02,-1.680000000000000000e+02
1.523850359999999853e+02,-1.670000000000000000e+02
1.523891959999999983e+02,-1.670000000000000000e+02
1.523933559999999829e+02,-1.660000000000000000e+02
1.523975159999999960e+02,-1.660000000000000000e+02
1.524016759999999806e+02,-1.650000000000000000e+02
1.524058359999999936e+02,-1.640000000000000000e+02
1.524099960000000067e+02,-1.630000000000000000e+02
1.524141559999999913e+02,-1.630000000000000000e+02
1.524183199999999943e+02,-1.620000000000000000e+02
1.524224759999999890e+02,-1.610000000000000000e+02
1.524266360000000020e+02,-1.600000000000000000e+02
1.524307959999999866e+02,-1.590000000000000000e+02
1.524349559999999997e+02,-1.580000000000000000e+02
1.524391159999999843e+02,-1.570000000000000000e+02
1.524432759999999973e+02,-1.560000000000000000e+02
1.524474359999999820e+02,-1.550000000000000000e+02
1.524515959999999950e+02,-1.540000000000000000e+02
1.524557559999999796e+02,-1.530000000000000000e+02
1.524599159999999927e+02,-1.520000000000000000e+02
1.524640760000000057e+02,-1.510000000000000000e+02
1.524682359999999903e+02,-1.500000000000000000e+02
1.524723960000000034e+02,-1.490000000000000000e+02
1.524765559999999880e+02,-1.480000000000000000e+02
1.524807160000000010e+02,-1.460000000000000000e+02
1.524848800000000040e+02,-1.450000000000000000e+02
1.524890359999999987e+02,-1.440000000000000000e+02
1.524931959999999833e+02,-1.430000000000000000e+02
1.524973559999999964e+02,-1.420000000000000000e+02
1.525015159999999810e+02,-1.400000000000000000e+02
1.525056759999999940e+02,-1.390000000000000000e+02
1.525098360000000071e+02,-1.370000000000000000e+02
1.525139959999999917e+02,-1.360000000000000000e+02
1.525181560000000047e+02,-1.350000000000000000e+02
1.525223159999999893e+02,-1.330000000000000000e+02
1.525264799999999923e+02,-1.310000000000000000e+02
1.525306359999999870e+02,-1.300000000000000000e+02
1.525347960000000000e+02,-1.280000000000000000e+02
1.525389559999999847e+02,-1.260000000000000000e+02
1.525431159999999977e+02,-1.240000000000000000e+02
1.525472759999999823e+02,-1.230000000000000000e+02
1.525514399999999853e+02,-1.200000000000000000e+02
1.525555959999999800e+02,-1.180000000000000000e+02
1.525597559999999930e+02,-1.160000000000000000e+02
1.525639160000000061e+02,-1.140000000000000000e+02
1.525680759999999907e+02,-1.120000000000000000e+02
1.525722360000000037e+02,-1.100000000000000000e+02
1.525763959999999884e+02,-1.080000000000000000e+02
1.525805560000000014e+02,-1.060000000000000000e+02
1.525847159999999860e+02,-1.040000000000000000e+02
1.525888759999999991e+02,-1.020000000000000000e+02
1.525930359999999837e+02,-1.000000000000000000e+02
1.525971959999999967e+02,-9.800000000000000000e+01
1.526010959999999841e+02,-9.500000000000000000e+01
1.526049959999999999e+02,-9.300000000000000000e+01
1.526088959999999872e+02,-9.100000000000000000e+01
1.526127960000000030e+02,-8.900000000000000000e+01
1.526166959999999904e+02,-8.700000000000000000e+01
1.526205960000000061e+02,-8.500000000000000000e+01
1.526244959999999935e+02,-8.300000000000000000e+01
1.526283959999999809e+02,-8.000000000000000000e+01
1.526322959999999966e+02,-7.800000000000000000e+01
1.526361959999999840e+02,-7.600000000000000000e+01
1.526400959999999998e+02,-7.400000000000000000e+01
1.526439959999999871e+02,-7.100000000000000000e+01
1.526478960000000029e+02,-6.900000000000000000e+01
1.526517999999999802e+02,-6.600000000000000000e+01
1.526556960000000061e+02,-6.400000000000000000e+01
1.526595959999999934e+02,-6.200000000000000000e+01
1.526634959999999808e+02,-5.900000000000000000e+01
1.526673959999999965e+02,-5.700000000000000000e+01
1.526712959999999839e+02,-5.400000000000000000e+01
1.526751959999999997e+02,-5.200000000000000000e+01
1.526790959999999870e+02,-4.900000000000000000e+01
1.526829960000000028e+02,-4.700000000000000000e+01
1.526868959999999902e+02,-4.500000000000000000e+01
1.526907960000000060e+02,-4.200000000000000000e+01
1.526946959999999933e+02,-4.000000000000000000e+01
1.526985959999999807e+02,-3.700000000000000000e+01
1.527024959999999965e+02,-3.400000000000000000e+01
1.527063959999999838e+02,-3.200000000000000000e+01
1.527102959999999996e+02,-3.000000000000000000e+01
1.527141959999999870e+02,-2.700000000000000000e+01
1.527180960000000027e+02,-2.400000000000000000e+01
1.527219959999999901e+02,-2.200000000000000000e+01
1.527258960000000059e+02,-1.900000000000000000e+01
1.527297959999999932e+02,-1.700000000000000000e+01
1.527336999999999989e+02,-1.400000000000000000e+01
1.527375959999999964e+02,-1.200000000000000000e+01
1.527414959999999837e+02,-9.000000000000000000e+00
1.527451439999999820e+02,-6.000000000000000000e+00
1.527487759999999923e+02,-4.000000000000000000e+00
1.527524159999999824e+02,-2.000000000000000000e+00
1.527560560000000009e+02,0.000000000000000000e+00
1.527594359999999938e+02,3.000000000000000000e+00
1.527628159999999866e+02,5.000000000000000000e+00
1.527662119999999959e+02,8.000000000000000000e+00
1.527695760000000007e+02,1.000000000000000000e+01
1.527732159999999908e+02,1.200000000000000000e+01
1.527768559999999809e+02,1.400000000000000000e+01
1.527804959999999994e+02,1.700000000000000000e+01
1.527841359999999895e+02,1.900000000000000000e+01
1.527877759999999796e+02,2.200000000000000000e+01
1.527914159999999981e+02,2.400000000000000000e+01
1.527950559999999882e+02,2.600000000000000000e+01
